id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip
29,7e-06,udp,-,INT,2,0,364,0,142857.1409,254,0,208000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,182,0,0,0,3,2,1,1,1,1,0,0,0,2,2,0,Normal,0,192.168.1.19,192.168.1.1
30,1.434166,tcp,-,FIN,10,6,530,268,10.459041,254,252,2660.780029,1249.506714,2,1,151.243111,270.886813,10042.8699,468.508156,255,1640845588,177111456,255,0.148966,0.079731,0.069235,53,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0,192.168.1.20,192.168.1.1
31,7e-06,udp,-,INT,2,0,730,0,142857.1409,254,0,417142848.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,365,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.18,192.168.1.254
32,1.924287,tcp,-,FIN,10,8,530,354,8.834441,254,252,1983.072266,1288.789062,2,1,213.738778,261.252,13125.11139,399.405156,255,2214319888,3374287000,255,0.185096,0.095516,0.08958,53,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0,192.168.1.19,192.168.1.254
33,2.773779,tcp,-,FIN,14,8,7954,354,7.570899,254,252,21302.3457,894.087097,4,1,213.367611,381.293437,18158.22943,788.701375,255,3374744735,1063429159,255,0.144772,0.077744,0.067028,568,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Normal,0,192.168.1.20,192.168.1.254
34,1e-05,udp,-,INT,2,0,794,0,100000.0025,254,0,317600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,397,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Normal,0,192.168.1.21,192.168.1.254
35,1.465041,tcp,-,FIN,10,8,2516,354,11.60377,254,252,12368.25391,1692.7854,2,1,157.703444,195.494719,8764.724091,346.639313,255,783227300,772078300,255,0.221146,0.09657,0.124576,252,44,0,0,4,1,2,1,1,3,0,0,0,2,2,0,Normal,0,192.168.1.22,192.168.1.254
36,0.983874,tcp,http,FIN,10,8,816,1172,17.278635,62,252,5976.375,8342.53125,2,2,109.319333,124.932859,5929.211713,192.590406,255,794167371,1624757001,255,0.206572,0.108393,0.098179,82,147,1,184,2,1,1,1,1,2,0,0,1,1,3,0,Normal,0,192.168.1.23,192.168.1.254
37,0.714182,tcp,-,FIN,10,6,534,268,21.003049,254,252,5387.982422,2509.164307,2,1,79.353556,120.191398,4013.392196,218.658469,255,3802396535,2514907206,255,0.162097,0.079909,0.082188,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.24,192.168.1.254
38,59.995674,arp,-,INT,2,0,92,0,0.016668,0,0,6.133776,0.0,0,0,59998.196,0.0,13.651471,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,192.168.1.25,192.168.1.254
39,59.995678,arp,-,INT,2,0,92,0,0.016668,0,0,6.133775,0.0,0,0,59998.2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,192.168.1.26,192.168.1.254
40,59.995674,arp,-,INT,2,0,92,0,0.016668,0,0,6.133776,0.0,0,0,59998.196,0.0,13.651471,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,192.168.1.27,192.168.1.254
41,1.535254,tcp,http,FIN,10,10,826,1266,12.375802,62,252,3876.882812,5940.385254,2,2,170.481889,159.070562,11933.0656,244.118016,255,708428911,3141441573,255,0.180318,0.103612,0.076706,83,127,1,187,2,1,1,1,1,2,0,0,1,1,3,0,Normal,0,192.168.1.25,192.168.1.254
42,59.995678,arp,-,INT,2,0,92,0,0.016668,0,0,6.133775,0.0,0,0,59998.2,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0,192.168.1.26,192.168.1.254
43,0.757295,tcp,-,FIN,10,6,534,268,19.80734,254,252,5081.243164,2366.316895,2,1,84.023333,123.799203,4064.836863,186.487812,255,1416292821,1856664256,255,0.226895,0.138291,0.088604,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0,192.168.1.27,192.168.1.254
44,0.759306,tcp,-,FIN,10,8,534,354,22.388865,254,252,5067.785645,3266.140381,2,1,84.242667,98.501711,4716.886723,140.050609,255,2545019062,3292860217,255,0.172317,0.069791,0.102526,53,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.28,192.168.1.254
45,1.294036,tcp,-,FIN,10,8,2516,354,13.137192,254,252,14002.70117,1916.484497,2,1,143.781778,173.331141,9390.189727,257.271375,255,1381018516,1985881197,255,0.135361,0.079802,0.055559,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0,192.168.1.29,192.168.1.254
46,1.059359,tcp,http,FIN,10,8,830,1134,16.047441,62,252,5641.147461,7498.874512,2,2,117.706556,132.899281,6102.668305,255.756219,255,1853677305,1202418679,255,0.274887,0.128459,0.146428,83,142,1,165,1,1,1,1,1,1,0,0,1,3,1,0,Normal,0,192.168.1.10,192.168.1.254
47,0.624048,tcp,-,FIN,10,6,534,268,24.036613,254,252,6166.192383,2871.573975,2,1,69.229667,106.834797,3412.856309,145.655875,255,2425182602,2706975732,255,0.221323,0.089865,0.131458,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.11,192.168.1.254
48,1.190292,tcp,-,FIN,10,8,2516,354,14.28221,254,252,15223.15527,2083.522461,2,1,132.107111,154.911719,8972.551926,220.423188,255,3033763933,3509078729,255,0.195284,0.105903,0.089381,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0,192.168.1.12,192.168.1.254
49,0.999472,tcp,-,FIN,10,6,534,268,15.007924,254,252,3850.032715,1792.946655,2,1,110.960333,178.405406,6141.458662,306.944813,255,2868770840,4280658180,255,0.266426,0.107439,0.158987,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Normal,0,192.168.1.13,192.168.1.254
50,0.990548,tcp,http,FIN,10,10,804,1414,19.181301,62,252,5847.268066,10281.17773,2,2,110.060889,100.616555,7172.956819,143.497953,255,1528762476,1066585482,255,0.181441,0.084249,0.097192,80,141,1,261,2,1,18,1,1,2,0,0,1,1,2,0,Normal,0,192.168.1.14,192.168.1.254
244,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Reconnaissance,1,198.51.100.4,192.168.1.1
245,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Reconnaissance,1,198.51.100.4,192.168.1.1
246,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,Backdoor,1,198.51.100.4,192.168.1.1
247,0.921987,ospf,-,INT,20,0,1280,0,20.607666,254,0,10551.125,0.0,0,0,48.525633,0.0,52.253805,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,DoS,1,198.51.100.4,192.168.1.1
248,9e-06,sctp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,2,1,1,2,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.1
249,9e-06,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,Analysis,1,198.51.100.4,192.168.1.1
250,9e-06,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.1
251,9e-06,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.1
252,9e-06,gre,-,INT,2,0,156,0,111111.1072,254,0,69333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,1,2,1,1,1,63,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.1
253,1.6e-05,udp,-,INT,2,0,196,0,62500.00016,254,0,49000000.0,0.0,0,0,0.016,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,98,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.1
254,0.224524,tcp,http,FIN,10,8,830,960,75.715734,62,252,26616.30664,29929.98438,2,2,24.947111,30.407428,1344.946273,54.342605,255,3306255269,327760033,255,0.055643,0.00698,0.048663,83,120,1,66,3,1,2,2,1,2,0,0,1,2,3,0,Exploits,1,185.220.101.5,192.168.1.254
255,0.409782,tcp,http,FIN,10,8,852,1336,41.485474,62,252,14973.81543,22821.89063,2,2,45.531333,46.374145,2261.112342,78.615164,255,110924759,1029042703,255,0.123943,0.056063,0.06788,85,167,1,235,2,1,2,2,1,3,0,0,1,2,2,0,Exploits,1,185.220.101.5,192.168.1.254
256,0.258515,tcp,http,FIN,10,6,1064,268,58.023712,254,252,29646.24805,6931.899414,2,1,28.723889,43.326602,1393.321027,76.355812,255,1105088469,46488383,255,0.05861,0.011825,0.046785,106,45,1,0,3,1,1,1,1,1,0,0,1,1,2,0,Exploits,1,185.220.101.5,192.168.1.254
257,0.674665,tcp,-,FIN,10,8,564,354,25.197692,254,252,6023.730469,3675.898438,2,1,74.962778,90.628141,5394.126729,130.206961,255,2485378508,4071225561,255,0.07321,0.039567,0.033643,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1,185.220.101.5,192.168.1.254
258,5.600391,tcp,http,FIN,12,12,886,5236,4.106856,62,252,1161.347534,6856.664062,2,3,509.126466,505.874182,38893.67089,36169.42875,255,3330056193,2684670015,255,0.060118,0.010067,0.050051,74,436,1,2133,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,185.220.101.5,192.168.1.254
259,0.285988,tcp,-,FIN,10,8,1196,992,59.443053,62,252,30127.13867,24280.73828,2,2,31.776444,37.35,1638.963244,58.916566,255,3629628996,1493336307,255,0.069484,0.012339,0.057145,120,124,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,185.220.101.5,192.168.1.254
260,3e-06,udp,-,INT,2,0,168,0,333333.3215,254,0,224000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1,185.220.101.5,192.168.1.254
261,0.663844,tcp,-,FIN,10,8,564,354,25.608426,254,252,6121.92041,3735.817627,2,1,73.760444,87.52443,5551.275568,137.155687,255,702207080,139785921,255,0.104112,0.038465,0.065647,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1,185.220.101.5,192.168.1.254
262,0.217312,tcp,http,FIN,10,6,1148,268,69.025183,254,252,38065.08594,8246.208008,2,1,24.145778,41.354801,1254.080455,61.817492,255,1345084615,3176772983,255,0.024186,0.009806,0.01438,115,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1,185.220.101.5,192.168.1.254
263,7.629429,tcp,http,FIN,202,1294,9082,1747118,195.951758,62,252,9476.987305,1830562.25,2,645,37.957358,5.882331,1929.952965,745.606365,255,946376470,4123805385,255,0.052951,0.028738,0.024213,45,1350,1,847364,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,185.220.101.5,192.168.1.254
51,0.655618,tcp,-,FIN,10,6,534,268,22.879176,254,252,5869.271484,2733.298828,2,1,69.326,107.047,3518.358106,160.930422,255,740536776,1008520884,255,0.199328,0.120374,0.078954,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0,192.168.1.26,192.168.1.5
52,0.810167,tcp,-,FIN,10,8,2516,354,20.983328,254,252,22365.75781,3061.097168,2,1,83.946222,98.96643,5467.042547,158.574391,255,811780886,2226389848,255,0.21379,0.117396,0.096394,252,44,0,0,17,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.27,192.168.1.5
53,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0,192.168.1.28,192.168.1.5
54,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0,192.168.1.29,192.168.1.5
55,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0.0,21,0,706.979312,0.0,965.398187,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0,192.168.1.10,192.168.1.5
56,1.588788,tcp,-,FIN,10,6,534,268,9.441159,254,252,2421.971924,1127.903809,2,1,173.193,301.393594,11388.44841,541.030062,255,3086844008,3257523641,255,0.153274,0.081819,0.071455,53,45,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.11,192.168.1.5
57,1.151373,tcp,-,FIN,10,8,2516,354,14.76498,254,252,15737.73145,2153.949951,2,1,123.646778,144.751719,8172.13149,198.059172,255,531787453,1249086836,255,0.24447,0.13811,0.10636,252,44,0,0,17,1,1,1,1,3,0,0,0,10,3,0,Normal,0,192.168.1.12,192.168.1.5
58,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.13,192.168.1.5
59,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.14,192.168.1.5
60,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0.0,19,0,755.540687,0.0,1095.4585,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.15,192.168.1.5
61,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.13,192.168.1.254
62,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.14,192.168.1.254
63,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.15,192.168.1.254
64,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0.0,19,0,817.492125,0.0,1294.16175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.16,192.168.1.254
65,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.17,192.168.1.254
66,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0.0,19,0,820.57775,0.0,1301.85075,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0,192.168.1.18,192.168.1.254
67,1.074494,tcp,-,FIN,10,8,2516,354,15.821401,254,252,16863.75195,2308.063232,2,1,119.388222,135.148,7733.705204,189.958375,255,2795605829,1134397635,255,0.22157,0.127886,0.093684,252,44,0,0,17,1,1,1,1,3,0,0,0,3,3,0,Normal,0,192.168.1.19,192.168.1.254
68,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,Normal,0,192.168.1.20,192.168.1.254
69,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,Normal,0,192.168.1.21,192.168.1.254
70,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0,192.168.1.22,192.168.1.254
71,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0,192.168.1.20,192.168.1.254
72,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0.0,17,0,939.982125,0.0,1630.5805,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0,192.168.1.21,192.168.1.254
73,1.303518,tcp,http,FIN,12,8,898,1120,14.575939,62,252,5057.083984,6014.492676,2,2,118.501635,175.467,6491.561713,252.408328,255,1182907296,802589817,255,0.140062,0.07451,0.065552,75,140,1,157,1,1,1,1,1,1,0,0,1,2,1,0,Normal,0,192.168.1.22,192.168.1.254
